id,Churn,Mais65anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,MaisDeUmaLinhaTelefonica,Internet,SegurancaOnline,BackupOnline,SeguroDispositivo,SuporteTecnico,TVaCabo,StreamingFilmes,TipoContrato,ContaCorreio,MetodoPagamento,MesesCobrados
8389,Sim,0,Nao,Nao,14,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,19.54080623942476
8390,Sim,0,Sim,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,73.56632494477518
8391,Sim,0,Sim,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,70.77623547443027
8392,Sim,0,Nao,Nao,24,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,97.63476561783295
8393,Sim,0,Sim,Nao,21,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoCredito,94.74698998174028
8394,Sim,1,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,25.06498309916453
8395,Sim,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,54.79884011445615
8396,Sim,0,Sim,Sim,57,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Sim,CartaoCredito,59.8418487388423
8397,Sim,0,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,89.50240541937619
8398,Sim,0,Nao,Nao,6,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,73.99928841253062
8399,Sim,1,Nao,Nao,25,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,89.46076874789802
8400,Sim,0,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,79.99456869880056
8401,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.1543892299354
8402,Sim,0,Nao,Nao,29,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,106.537915040131
8403,Sim,0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,44.66617310603305
8404,Sim,0,Nao,Nao,15,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,101.20415526838906
8405,Sim,0,Sim,Nao,18,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.81552332063619
8406,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,77.37372514092989
8407,Sim,0,Sim,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,73.9641362927889
8408,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.50145661903401
8409,Sim,0,Sim,Nao,50,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,99.54365387846576
8410,Sim,0,Nao,Nao,3,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,48.5886273947158
8411,Sim,0,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.01143303027088
8412,Sim,0,Sim,Nao,26,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.3174391008076
8413,Sim,0,Nao,Nao,34,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,Boleto,75.21911659093831
8414,Sim,0,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,72.92634075794028
8415,Sim,0,Sim,Nao,67,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,UmAno,Sim,CartaoCredito,93.79725326217024
8416,Sim,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,45.79208823689544
8417,Sim,0,Nao,Nao,11,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,53.00199036827889
8418,Sim,1,Nao,Nao,16,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,85.41244417134817
8419,Sim,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,45.3148400789437
8420,Sim,0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,24.306803836796487
8421,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.66223684671301
8422,Sim,0,Sim,Sim,17,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,99.08720971622236
8423,Sim,0,Nao,Nao,12,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,23.92637875568701
8424,Sim,0,Nao,Nao,5,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Nao,Sim,Mensalmente,Sim,DebitoEmConta,97.49609842188076
8425,Sim,0,Sim,Nao,64,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoCredito,103.01354170128472
8426,Sim,0,Sim,Sim,34,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,BoletoEletronico,85.30300997078862
8427,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.20041242182716
8428,Sim,0,Nao,Nao,44,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,84.65170991789043
8429,Sim,0,Nao,Nao,8,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,93.12526835282615
8430,Sim,0,Nao,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,73.52024806404131
8431,Sim,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,80.02551372774923
8432,Sim,0,Sim,Sim,68,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,104.3455682881026
8433,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,45.13249923276588
8434,Sim,0,Nao,Nao,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,45.13119082917181
8435,Sim,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,69.65227343868492
8436,Sim,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,70.02748379173704
8437,Sim,0,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,74.89294196796007
8438,Sim,0,Sim,Nao,64,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Nao,CartaoCredito,63.13324273055164
8439,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,86.60836017792704
8440,Sim,1,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,75.46350254832718
8441,Sim,1,Sim,Nao,43,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,101.04589879841836
8442,Sim,0,Sim,Sim,19,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,100.88263767436484
8443,Sim,0,Nao,Nao,20,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,80.22872577460217
8444,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,35.37035293536534
8445,Sim,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,75.25954248409413
8446,Sim,1,Nao,Nao,34,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.4544636492199
8447,Sim,0,Nao,Nao,8,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,DebitoEmConta,20.07078733976012
8448,Sim,0,Nao,Nao,11,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,96.65010357381648
8449,Sim,0,Sim,Nao,49,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,57.76638517217601
8450,Sim,0,Sim,Nao,52,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,97.30138665613242
8451,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,35.28442585795754
8452,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,45.03939343813516
8453,Sim,0,Sim,Nao,68,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,109.64549398762136
8454,Sim,0,Sim,Nao,10,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,53.0388065517486
8455,Sim,0,Nao,Nao,12,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,106.84958645669886
8456,Sim,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,75.77700641391458
8457,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,69.74746555909245
8458,Sim,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,104.3988843967582
8459,Sim,0,Nao,Nao,39,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,80.57637198842728
8460,Sim,0,Nao,Nao,8,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,99.5445771096078
8461,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,78.98537059039256
8462,Sim,0,Sim,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,76.38309494422576
8463,Sim,0,Sim,Nao,8,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,84.96815887931794
8464,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,72.70932985179815
8465,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,20.2
8466,Sim,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,102.08634130654308
8467,Sim,0,Nao,Nao,15,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,98.65811851582744
8468,Sim,1,Nao,Nao,23,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,89.1895147818729
8469,Sim,0,Nao,Nao,5,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.43469307751752
8470,Sim,0,Nao,Nao,40,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,54.14030330187059
8471,Sim,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,BoletoEletronico,59.45286460183296
8472,Sim,0,Sim,Nao,3,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.99251515688437
8473,Sim,0,Nao,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,71.65
8474,Sim,0,Nao,Nao,61,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,BoletoEletronico,106.00714178739383
8475,Sim,0,Nao,Nao,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,70.22853533067905
8476,Sim,0,Nao,Nao,12,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,89.24994980951892
8477,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,69.57392986589794
8478,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,75.49126116121596
8479,Sim,0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,50.18317150272028
8480,Sim,0,Nao,Nao,44,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,58.65076926412066
8481,Sim,0,Nao,Nao,12,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.42003831757586
8482,Sim,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.25299825167312
8483,Sim,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,97.6810229046416
8484,Sim,0,Sim,Nao,6,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,47.96852957335409
8485,Sim,0,Nao,Nao,7,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,49.27218152635787
8486,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,78.80423509917085
8487,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,26.67894576263194
8488,Sim,0,Nao,Nao,20,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,90.23905281810671
8489,Sim,0,Nao,Nao,22,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.65033601555658
8490,Sim,0,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,86.03643682298198
8491,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,70.38841752426966
8492,Sim,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,90.20867881653258
8493,Sim,0,Nao,Nao,7,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,73.71639602474947
8494,Sim,0,Sim,Nao,7,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,44.2832224592228
8495,Sim,0,Sim,Nao,31,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,52.10804272454968
8496,Sim,0,Sim,Sim,71,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,98.16641811032706
8497,Sim,0,Nao,Nao,14,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,79.0101030330339
8498,Sim,0,Nao,Nao,46,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Sim,CartaoCredito,56.17514920671835
8499,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,69.24144977846898
8500,Sim,0,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,70.06318645568749
8501,Sim,0,Sim,Nao,32,Sim,Nao,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,79.19986944792367
8502,Sim,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,52.480901721867816
8503,Sim,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,83.6644707130756
8504,Sim,0,Nao,Nao,7,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.68425956158873
8505,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,45.11820967220522
8506,Sim,0,Nao,Nao,11,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,96.13443463149494
8507,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,49.26760373533658
8508,Sim,0,Nao,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,70.58487973372999
8509,Sim,0,Sim,Nao,67,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Sim,UmAno,Sim,CartaoCredito,93.1049135156753
8510,Sim,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,19.55198479368396
8511,Sim,0,Sim,Nao,67,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoCredito,99.84129331746796
8512,Sim,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,45.46131071105023
8513,Sim,0,Sim,Sim,67,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoCredito,110.93274020442772
8514,Sim,0,Sim,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,28.167863119745505
8515,Sim,0,Sim,Sim,67,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,CartaoCredito,88.30854668547043
8516,Sim,0,Sim,Sim,26,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.405522083505456
8517,Sim,0,Nao,Nao,22,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,74.9310321340705
8518,Sim,0,Sim,Nao,29,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.32284413287682
8519,Sim,0,Nao,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,96.46157624483804
8520,Sim,0,Nao,Nao,3,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,52.84386245211779
8521,Sim,0,Nao,Nao,15,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,79.03026419450681
8522,Sim,0,Sim,Nao,3,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,81.76653481439763
8523,Sim,0,Nao,Nao,40,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,106.29804131044304
8524,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,70.57784202169267
8525,Sim,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,Boleto,71.76750771808652
8526,Sim,0,Sim,Nao,6,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,99.83748310484756
8527,Sim,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.1635706421034
8528,Sim,0,Sim,Nao,14,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,105.8789786486524
8529,Sim,0,Sim,Nao,67,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Sim,UmAno,Sim,CartaoCredito,101.5483169010634
8530,Sim,0,Nao,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,83.33392518184856
8531,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,24.870650943117443
8532,Sim,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,71.0011769117075
8533,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,83.07646398814836
8534,Sim,0,Sim,Nao,47,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,100.04167895394534
8535,Sim,0,Sim,Sim,47,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,BoletoEletronico,100.22957551328707
8536,Sim,0,Nao,Nao,3,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,49.28998319975332
8537,Sim,0,Nao,Nao,67,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,43.93585879935634
8538,Sim,1,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,25.55810452347634
8539,Sim,0,Nao,Nao,52,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,86.34471084911276
8540,Sim,0,Sim,Nao,27,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,29.607308040324515
8541,Sim,0,Sim,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.01605553441493
8542,Sim,0,Nao,Nao,7,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,76.93010859508338
8543,Sim,1,Sim,Nao,48,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,77.30350470303205
8544,Sim,0,Sim,Nao,60,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,103.313840418357
8545,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,51.93863623489422
8546,Sim,0,Sim,Nao,42,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,99.38393677154468
8547,Sim,0,Nao,Nao,12,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,80.50284476054274
8548,Sim,0,Nao,Nao,4,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,50.78657953734518
